,0,1,2,3,4,5,6,7,8
4578,M,0.515,,,,,0.1625,0.235,9.0
4579,F,0.435,0.325,0.11,0.4335,0.178,,0.155,7.0
4580,F,0.515,0.415,0.14,,0.3115,,0.2,10.0
4581,I,0.44,,0.12,0.365,0.1655,,0.11,
4582,F,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12.0
4583,M,0.45,0.355,0.115,0.479,0.2125,,0.15,8.0
4584,M,,0.485,,0.911,0.39,0.182,0.29,16.0
4585,M,0.555,0.45,,0.915,0.4,0.246,0.285,11.0
4586,,0.57,,,0.827,,0.2215,0.235,8.0
4587,M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15.0
4588,M,,,0.12,0.945,,0.2115,0.28,14.0
4589,F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,
4590,,0.545,0.44,0.12,0.8565,0.3475,0.1715,,12.0
4591,,0.605,0.495,0.17,1.2385,,0.2465,0.39,
4592,F,0.62,0.47,0.14,,,,0.36,15.0
4593,F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20.0
4594,M,0.63,0.515,0.165,1.352,0.488,0.349,,20.0
4595,F,0.63,0.5,0.155,1.005,,0.199,0.36,16.0
4596,M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13.0
4597,F,0.67,,0.165,1.5015,,0.358,,14.0
4598,I,0.49,0.38,0.12,0.529,0.2165,0.139,,
4599,F,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,13.0
4600,I,0.29,0.225,,0.101,0.036,0.0235,0.035,
4601,I,0.26,0.2,0.07,0.092,0.037,0.02,0.03,6.0
4602,M,0.58,0.45,,1.068,0.425,,0.32,
4603,F,0.61,0.485,0.165,,,0.2435,0.33,
4604,M,0.6,0.5,0.16,1.015,,0.1735,0.33,19.0
4605,F,0.56,,0.125,,0.344,0.129,,21.0
4606,F,0.575,,0.17,1.0475,0.3775,0.1705,0.385,18.0
4607,F,,0.45,0.175,0.9555,0.38,0.1665,0.295,18.0
4608,M,0.6,,0.155,,,0.196,0.325,20.0
4609,M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18.0
4610,M,0.545,0.42,,0.7505,0.2475,0.13,0.255,22.0
4611,I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,
4612,M,0.5,,0.15,0.662,0.2815,0.137,0.22,11.0
4613,I,0.36,0.275,0.095,0.217,0.084,,,7.0
4614,I,0.385,,0.095,0.252,0.0915,0.055,0.09,14.0
4615,M,0.39,0.3,,0.3055,0.143,,0.085,
4616,M,,,,0.6885,,,0.25,13.0
4617,I,0.36,,,0.2335,0.095,0.0525,0.085,10.0
4618,I,,,,0.192,0.0785,0.0585,0.07,8.0
4619,F,0.505,,,0.85,0.275,0.1625,0.285,19.0
4620,I,,0.295,0.1,0.2715,0.134,0.0325,0.085,10.0
4621,F,,,,,0.159,0.077,,10.0
4622,F,0.56,0.455,0.19,0.714,,0.129,0.275,9.0
4623,M,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13.0
4624,,,0.455,0.185,0.9265,0.354,0.1575,0.375,
4625,M,0.605,0.5,0.175,,,,,12.0
4626,F,0.565,0.455,0.15,,0.365,,0.26,18.0
4627,M,0.725,0.565,0.215,,0.6975,0.4725,0.58,16.0
4628,F,0.675,0.535,0.16,1.41,0.592,0.3175,,16.0
4629,F,,0.555,0.195,,0.581,0.354,,
4630,F,,,0.155,0.9245,0.405,,0.255,11.0
4631,F,0.645,0.55,,,0.57,0.3045,0.33,
4632,M,,0.47,,0.8375,0.3485,0.1735,0.24,11.0
4633,F,0.64,0.54,0.175,1.221,,0.259,0.39,15.0
4634,I,,0.28,0.105,0.199,0.0695,0.045,,
4635,I,0.415,,0.11,0.2965,0.123,0.057,0.0995,
4636,F,,0.41,0.135,,0.293,0.1525,0.235,11.0
4637,M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,
4638,F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12.0
4639,,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,
4640,,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5.0
4641,,,0.195,,,0.0255,0.02,0.025,6.0
4642,I,0.175,,0.05,0.0235,0.008,0.0035,,5.0
4643,F,0.67,,0.19,1.3905,0.5425,0.3035,0.4,12.0
4644,M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13.0
4645,F,0.68,0.55,0.21,1.7445,0.5975,0.305,,17.0
4646,M,,0.555,0.2,1.4385,0.545,0.2665,0.465,
4647,F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,
4648,F,,,0.12,0.646,0.2895,0.1405,,10.0
4649,I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9.0
4650,F,0.52,0.405,0.12,0.627,,0.1415,0.181,11.0
4651,F,0.545,0.415,0.16,0.7715,0.272,,0.2765,10.0
4652,M,,0.415,0.175,,0.261,0.1395,0.2645,17.0
4653,F,,,0.115,0.421,0.1565,0.091,,9.0
4654,M,,,0.175,,,0.254,,17.0
4655,M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21.0
4656,,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16.0
4657,F,,0.585,0.185,1.8075,0.7055,0.3215,0.475,29.0
4658,M,0.575,0.4,0.155,,0.3605,,0.3,17.0
4659,M,0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,
4660,F,0.58,0.46,0.15,,0.429,,0.26,
4661,M,0.63,0.48,0.145,1.0115,,,0.305,12.0
4662,F,0.585,0.465,0.14,,0.381,0.1615,0.315,13.0
4663,M,0.55,0.45,0.13,0.92,0.378,0.2385,,11.0
4664,F,0.625,,0.15,1.2415,0.5235,,0.36,15.0
4665,,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,
4666,F,0.57,0.455,0.165,,0.44,0.2195,0.285,
4667,M,0.59,0.455,0.145,1.073,,0.19,0.285,14.0
4668,,0.58,0.46,,0.921,0.357,0.181,0.29,13.0
4669,F,0.655,0.51,0.155,1.2895,0.5345,,0.41,11.0
4670,,0.655,0.53,0.175,1.2635,0.486,0.2635,,15.0
4671,M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17.0
4672,F,0.625,0.5,0.15,0.953,0.3445,0.2235,,15.0
4673,F,0.64,0.52,0.175,1.248,,0.2595,0.48,12.0
4674,F,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,19.0
4675,F,0.615,0.525,,1.0385,0.427,0.2315,,11.0
4676,M,,0.45,0.175,0.874,,,,10.0
4677,F,0.58,0.44,0.18,0.854,0.3665,,0.245,12.0
4678,F,,0.52,0.225,1.1835,0.378,,0.395,23.0
4679,,,0.47,0.225,1.115,0.378,0.2145,0.36,15.0
4680,,0.6,0.505,,1.129,0.4385,0.256,0.36,13.0
4681,F,0.625,,0.19,,0.4385,0.2305,0.42,17.0
4682,M,0.6,0.47,0.175,1.105,0.4865,0.247,,15.0
4683,,0.56,0.46,,0.8395,0.3325,0.157,0.305,12.0
4684,,0.585,0.455,,1.055,0.3815,0.221,0.365,
4685,M,,0.435,,0.889,0.36,0.204,0.25,11.0
4686,I,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16.0
4687,I,0.68,,0.185,1.1095,0.439,0.245,0.34,10.0
4688,F,0.455,,0.14,0.5185,0.221,,0.135,10.0
4689,F,0.49,0.38,0.145,0.6725,0.249,,0.21,10.0
4690,M,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6.0
4691,F,0.275,0.195,0.07,0.08,0.031,0.0215,,
4692,M,,0.195,0.08,0.1,,,0.03,6.0
4693,M,,0.29,0.115,0.2795,,0.0575,0.075,9.0
4694,M,0.28,,,0.0915,0.033,,0.03,
4695,M,,0.23,0.09,0.147,0.06,0.034,0.045,4.0
4696,F,,0.25,,0.203,0.078,0.059,0.055,6.0
4697,M,,0.15,0.05,0.0385,0.0155,0.0085,0.01,3.0
4698,,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,5.0
4699,I,0.365,0.26,0.115,,,0.0445,0.07,9.0
4700,M,0.2,0.14,,0.035,0.0145,0.008,0.01,5.0
4701,M,,0.16,0.06,0.0545,0.0265,0.0095,0.015,4.0
4702,M,0.175,0.125,0.04,,0.0095,,0.005,4.0
4703,,0.155,,,0.0155,0.0065,0.003,0.005,3.0
4704,F,0.57,0.445,,0.733,,,0.235,14.0
4705,F,0.57,,,0.9715,0.3965,0.255,0.26,
4706,M,0.385,0.3,0.095,0.24,0.0885,,0.085,9.0
4707,I,0.53,0.42,0.185,0.752,0.299,0.156,0.205,20.0
4708,F,0.46,0.355,0.13,0.458,0.192,,0.13,
4709,I,0.47,0.37,0.12,,,0.1055,0.155,12.0
4710,F,0.435,,0.11,0.38,0.1695,0.086,0.11,
4711,I,0.47,0.37,,0.4985,,,0.145,10.0
4712,I,,0.38,0.13,0.454,,,0.155,11.0
4713,I,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11.0
4714,M,,0.23,0.075,0.1165,0.043,0.0255,0.04,
4715,M,0.275,,0.07,,0.0335,0.02,0.0325,5.0
4716,F,0.375,0.29,0.115,0.2705,,0.066,0.0885,
4717,F,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15.0
4718,F,0.44,0.355,,0.415,0.1585,0.0925,0.131,11.0
4719,,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15.0
4720,M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,
4721,F,0.38,0.29,0.105,0.257,,0.051,0.085,10.0
4722,,0.32,,0.075,0.1555,0.0585,,0.049,
4723,,0.255,0.195,0.065,0.08,0.0315,,0.027,8.0
4724,M,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,7.0
4725,F,0.565,0.45,0.16,0.795,0.3605,0.1555,,
4726,I,0.555,0.425,0.18,0.875,0.3695,,0.255,11.0
4727,I,0.65,,,1.1625,0.495,0.203,0.33,
4728,I,0.615,0.49,0.155,,0.4145,0.195,0.345,13.0
4729,I,0.56,0.44,0.165,0.8,0.335,0.1735,,12.0
4730,I,0.48,0.37,0.12,0.514,0.2075,0.131,,13.0
4731,I,0.485,0.39,0.125,0.591,0.287,0.141,0.12,
4732,I,,0.385,,0.6265,,0.1665,0.16,10.0
4733,I,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14.0
4734,F,0.66,,0.165,1.1905,0.4585,0.298,0.37,12.0
4735,F,0.66,,0.17,,,0.2625,0.44,
4736,I,0.52,0.4,0.145,,0.267,0.1055,0.22,13.0
4737,F,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,8.0
4738,I,0.515,0.4,,0.659,0.2705,0.179,0.17,13.0
4739,F,0.475,0.35,0.115,0.452,0.1715,,0.155,11.0
4740,F,0.545,0.415,0.15,0.7335,0.2795,,0.2185,11.0
4741,F,0.47,0.355,0.13,0.5465,0.2005,0.126,,14.0
4742,M,,0.255,0.065,0.179,0.0705,0.0385,0.06,10.0
4743,,0.485,0.355,0.13,0.581,,,0.168,12.0
4744,,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12.0
4745,M,,,0.08,0.1085,0.041,0.0265,0.0345,
4746,F,0.41,0.32,0.115,0.387,0.165,,,11.0
4747,I,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16.0
4748,,,0.345,0.135,0.443,0.1975,0.0875,0.1175,14.0
4749,F,0.59,0.455,0.155,1.066,0.382,,0.415,
4750,F,0.57,0.44,,,0.3785,0.201,0.305,17.0
4751,I,0.61,0.475,0.15,0.9665,0.4145,,,10.0
4752,F,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11.0
4753,,0.56,0.425,0.14,0.9175,,0.1975,0.26,
4754,F,0.585,,0.175,0.982,0.4055,,0.27,
4755,I,,0.445,0.15,0.8865,0.383,0.209,0.255,11.0
4756,,,0.48,0.175,1.3675,0.5015,0.3035,0.515,17.0
4757,F,0.625,,0.175,1.233,0.5565,0.247,,11.0
4758,I,0.55,0.425,0.15,,0.376,0.171,0.245,14.0
4759,F,0.645,,0.19,1.4635,0.6615,0.3435,0.435,
4760,I,0.46,0.355,0.14,0.4935,0.216,,0.115,13.0
4761,F,0.41,0.305,0.1,,0.1735,0.065,,11.0
4762,I,0.495,,,0.6655,0.284,0.162,0.2,11.0
4763,I,0.52,0.425,,0.6805,,0.174,0.195,10.0
4764,,0.55,,0.145,0.8285,0.3095,0.1905,0.25,13.0
4765,M,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,
4766,F,0.405,,0.12,0.3095,0.138,0.058,0.095,13.0
4767,,0.51,,0.15,0.745,0.2865,,0.235,
4768,F,0.37,0.29,0.115,,0.111,,,
4769,I,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18.0
4770,F,,0.52,0.18,1.514,0.526,0.2975,0.42,19.0
4771,M,0.535,,0.15,0.6995,0.2575,0.153,0.24,12.0
4772,I,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,13.0
4773,F,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,
4774,,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,13.0
4775,I,0.605,,0.145,1.054,0.369,0.2255,0.36,12.0
4776,F,0.56,,0.195,,0.305,0.2245,0.335,
4777,I,0.535,0.42,,0.926,0.398,0.1965,0.25,17.0
4778,F,,0.315,,0.286,0.1225,,0.0835,10.0
4779,,0.39,,0.1,,,0.06,0.0865,13.0
4780,I,0.47,0.345,0.115,0.4885,0.2005,,0.166,11.0
4781,I,0.515,0.39,0.14,,0.2,0.1135,,12.0
4782,,,0.345,0.125,,0.16,0.0795,,
4783,M,0.345,0.27,0.09,0.195,0.078,,0.059,9.0
4784,I,0.485,0.37,0.13,0.458,0.181,0.113,0.136,10.0
4785,M,0.37,0.285,0.1,0.228,,0.0675,0.081,10.0
4786,M,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,
4787,F,0.44,,0.17,,0.15,0.0825,,12.0
4788,,,0.145,0.05,0.032,0.01,,0.012,4.0
4789,M,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9.0
4790,I,0.495,,,0.4775,0.185,,0.169,
4791,I,,0.35,,0.525,,0.1,0.1655,
4792,M,0.415,,,0.3865,,,0.148,
4793,F,0.47,,0.14,0.433,0.1525,,0.152,
4794,M,,0.24,0.085,0.17,,0.047,0.049,7.0
4795,M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9.0
4796,M,0.235,0.17,0.055,0.0515,0.018,0.0105,,7.0
4797,M,,0.255,0.08,0.169,,0.0425,0.054,10.0
4798,I,0.485,,0.14,0.673,0.2175,0.13,0.195,
4799,F,0.5,0.385,,0.6785,0.2945,0.138,0.195,12.0
4800,F,,0.385,0.105,0.498,,0.1095,0.17,17.0
4801,,0.465,0.36,,0.498,0.214,0.116,0.14,15.0
4802,F,0.525,0.405,0.16,0.658,,0.1125,0.225,12.0
4803,F,0.425,0.335,0.095,0.322,,0.061,0.125,
4804,F,0.38,0.305,,,0.1255,0.0525,,8.0
4805,I,0.53,0.415,,,0.3845,0.185,0.265,21.0
4806,M,0.34,0.265,0.085,,0.077,0.046,0.065,10.0
4807,I,0.475,0.365,0.115,0.49,0.223,0.1235,,
4808,,0.43,0.34,,0.391,0.1555,,,7.0
4809,M,0.46,,0.125,0.467,0.1895,0.0945,0.158,10.0
4810,I,0.47,0.36,0.13,0.5225,,0.1065,0.165,9.0
4811,M,0.36,0.295,0.1,0.2105,0.066,,0.075,9.0
4812,M,0.355,0.265,0.09,,0.05,,,
4813,M,0.38,,0.1,,,,0.08,7.0
4814,M,,0.26,,0.1905,,0.0485,0.055,6.0
4815,I,,0.345,0.12,0.487,0.1965,0.108,0.16,14.0
4816,F,0.51,0.4,0.13,0.5735,,,0.195,13.0
4817,M,0.325,,0.085,0.173,0.0795,0.038,0.05,
4818,I,0.62,0.485,0.18,,0.4675,,0.39,13.0
4819,F,0.59,0.45,,0.9,0.358,0.156,,19.0
4820,,0.33,0.255,,0.1875,0.0735,0.045,0.06,7.0
4821,M,0.45,,,,0.1605,,0.105,9.0
4822,I,0.445,,,0.347,,0.084,0.105,11.0
4823,M,0.33,0.215,,0.1145,0.045,,0.035,6.0
4824,M,0.48,0.375,0.145,,0.216,0.13,0.17,
4825,I,0.46,,,0.4885,0.193,0.105,0.155,11.0
4826,,0.475,0.36,,,0.1695,0.081,0.14,
4827,,0.255,0.18,0.065,0.079,0.034,,0.025,
4828,I,0.335,0.245,0.09,,0.0595,0.04,0.06,6.0
4829,I,,,0.13,,,,,11.0
4830,M,0.31,0.225,0.08,0.1345,,0.024,0.05,7.0
4831,F,,0.28,,0.2305,,0.0465,0.075,10.0
4832,M,0.295,0.215,0.075,0.129,0.05,,0.04,7.0
4833,F,0.555,,0.165,,0.336,0.2315,,17.0
4834,F,0.615,,0.17,1.14,0.4305,0.2245,0.42,
4835,I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18.0
4836,F,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11.0
4837,I,0.65,0.525,0.18,1.626,0.597,,0.53,18.0
4838,I,0.535,0.45,0.17,,0.3055,0.1555,0.295,11.0
4839,F,,0.34,0.13,0.3675,0.146,0.0885,0.12,10.0
4840,F,0.38,,0.105,,0.1045,0.0615,0.09,
4841,I,0.45,,0.12,0.412,0.1145,0.0665,0.16,19.0
4842,,,0.295,,0.2245,,0.054,0.08,10.0
4843,M,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,11.0
4844,F,,0.38,0.15,0.605,0.2155,0.14,,15.0
4845,,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13.0
4846,F,,0.35,0.145,,,0.123,0.175,
4847,M,,0.385,,,0.235,0.108,0.215,14.0
4848,F,,0.38,0.155,0.655,0.2405,0.143,0.205,
4849,F,0.53,0.41,,,0.24,0.169,0.24,19.0
4850,,0.49,0.39,0.15,0.573,0.225,,0.17,21.0
4851,F,0.49,,0.15,0.7865,0.241,0.14,0.24,
4852,F,0.52,0.395,,,,0.11,0.245,22.0
4853,M,0.54,,0.145,0.74,0.2635,0.168,,12.0
4854,F,0.5,0.375,0.115,0.5945,,0.148,0.19,11.0
4855,F,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,23.0
4856,F,0.37,0.275,0.1,0.2225,0.093,0.026,,8.0
4857,I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,
4858,M,0.485,0.37,0.14,0.5725,0.204,,0.175,10.0
4859,F,0.435,0.325,0.115,0.3915,0.154,,0.12,7.0
4860,,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16.0
4861,,0.51,0.4,0.14,0.6515,0.2455,0.1665,,10.0
4862,,,0.44,0.185,0.909,0.344,,,15.0
4863,F,0.535,0.4,,0.8045,,0.2125,0.21,13.0
4864,F,0.535,0.405,0.125,,0.26,,0.345,
4865,M,0.525,0.4,,0.7305,0.279,0.2055,0.195,
4866,,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11.0
4867,M,0.5,0.375,,,0.2535,,0.19,10.0
4868,I,0.255,0.19,0.075,0.0865,,0.0205,,5.0
4869,F,0.43,0.325,0.115,0.3865,0.1475,0.1065,,
4870,M,,0.29,0.12,0.283,0.1175,0.0655,0.085,9.0
4871,I,0.165,0.11,0.02,,,0.0025,0.005,4.0
4872,I,0.315,0.23,,0.1285,0.043,0.04,,7.0
4873,I,0.155,0.105,0.05,0.0175,0.005,0.0035,,4.0
4874,M,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,
4875,F,,0.335,0.12,0.444,,0.1145,0.14,13.0
4876,F,0.395,0.315,0.105,0.3515,,0.091,0.1195,
4877,M,0.385,0.285,0.105,0.2905,0.1215,,0.0875,12.0
4878,,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14.0
4879,F,0.445,0.33,,0.4525,,0.103,0.123,9.0
4880,M,0.395,0.295,0.115,,,0.0595,0.1105,12.0
4881,M,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9.0
4882,M,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,
4883,M,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,
4884,F,,0.26,,0.207,0.0775,0.0435,,10.0
4885,M,,0.295,0.13,,0.0895,0.057,0.1005,10.0
4886,I,0.295,0.225,0.09,0.1105,0.0405,,0.032,7.0
4887,I,0.325,0.25,,0.176,0.0595,0.0355,0.063,
4888,M,0.375,,0.1,0.2465,0.104,0.0475,0.083,11.0
4889,I,0.28,0.205,,0.1135,,0.0275,0.0335,7.0
4890,M,,0.265,0.085,,0.069,,0.0695,8.0
4891,M,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9.0
4892,I,0.275,,0.065,,0.0475,0.0205,0.03,
4893,I,0.29,0.205,0.07,0.0975,,0.019,,8.0
4894,I,0.25,0.19,0.06,0.0765,0.036,,,
4895,I,0.18,0.125,,0.0265,0.0095,0.0055,0.0085,4.0
4896,,0.15,0.1,,,0.0045,0.004,0.005,2.0
4897,,,0.11,,0.018,0.0065,0.0055,,3.0
4898,M,0.555,,0.16,1.0575,0.3925,0.228,0.293,13.0
4899,M,0.555,0.44,0.15,1.092,,0.212,0.4405,15.0
4900,M,0.525,0.41,0.13,0.99,,,,15.0
4901,M,0.465,0.36,0.08,0.488,0.191,,,11.0
4902,F,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,17.0
4903,M,,0.305,,0.297,0.108,0.0705,0.1,10.0
4904,F,0.48,0.375,,0.525,0.2185,0.1195,0.155,12.0
4905,M,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13.0
4906,F,0.52,0.4,0.12,0.6515,,,0.165,15.0
4907,M,0.525,,,0.8295,0.2405,0.1825,0.275,11.0
4908,,0.545,0.42,0.13,,0.374,0.1695,0.23,13.0
4909,M,0.52,0.4,0.12,,0.298,0.1805,0.265,15.0
4910,,,,0.13,0.656,0.227,0.1785,0.22,13.0
4911,M,0.525,0.425,0.12,0.8665,,,0.29,18.0
4912,,0.51,0.39,0.125,,0.262,0.1835,0.175,
4913,M,0.52,,0.115,0.669,,0.172,0.205,12.0
4914,F,0.52,0.405,0.125,0.6435,,0.1735,0.21,12.0
4915,,0.535,0.41,0.135,0.862,0.2855,0.1525,,14.0
4916,,0.445,0.345,0.09,0.3795,0.143,,0.125,10.0
4917,,0.53,0.44,0.205,0.835,0.32,,0.245,14.0
4918,F,0.36,0.265,0.09,0.2065,0.078,0.057,,8.0
4919,F,0.535,,0.15,0.7365,0.2785,0.186,0.215,14.0
4920,F,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17.0
4921,M,0.53,0.415,0.13,0.8425,0.275,,0.265,20.0
4922,F,0.53,0.42,0.13,1.001,0.34,,0.265,17.0
4923,,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17.0
4924,,0.52,0.385,0.14,,0.2485,0.2035,0.16,9.0
4925,M,0.535,0.42,,0.8055,0.301,0.181,0.28,14.0
4926,M,0.695,0.515,0.175,1.5165,,,,
4927,F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13.0
4928,M,0.485,0.355,0.12,0.547,,0.1615,0.14,10.0
4929,F,0.605,0.46,0.17,1.122,,0.3045,0.315,13.0
4930,F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13.0
4931,,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20.0
4932,M,0.62,0.505,0.185,1.5275,0.69,,,13.0
4933,,0.615,0.525,0.155,,0.367,0.236,,20.0
4934,F,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15.0
4935,M,0.57,,,,0.4775,,,
4936,M,0.57,,0.12,1.0615,0.348,0.167,,15.0
4937,M,0.585,0.405,0.15,1.2565,0.435,,0.325,15.0
4938,F,0.55,0.44,0.155,0.946,0.313,0.1825,,
4939,F,0.54,,,,0.2385,0.221,0.3,17.0
4940,M,,0.51,,1.613,,0.361,0.47,
4941,F,,0.47,0.145,1.153,0.403,0.296,,14.0
4942,M,0.545,0.45,,0.978,0.3365,0.1905,0.3,11.0
4943,,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13.0
4944,M,0.345,,,0.197,0.0665,0.05,,9.0
4945,F,0.55,0.43,,,0.289,0.227,0.233,
4946,F,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17.0
4947,F,0.53,0.455,0.165,0.9805,0.3155,0.2815,,
4948,I,,0.375,,,0.2,,0.17,8.0
4949,M,0.385,,0.115,,0.0975,0.0825,0.085,
4950,M,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9.0
4951,,0.49,0.38,,0.7605,0.245,0.167,0.185,10.0
4952,M,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11.0
4953,,,0.385,0.145,0.6775,0.236,0.179,0.2,
4954,M,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13.0
4955,M,,0.35,,0.5755,0.2015,0.1505,,
4956,F,0.47,0.36,,0.537,0.1725,0.1375,0.195,15.0
4957,M,,,0.165,,0.3505,0.237,0.3,
4958,M,0.505,0.385,0.15,0.6415,,0.152,0.215,
4959,M,0.515,0.435,0.145,0.8815,,0.206,,10.0
4960,I,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6.0
4961,I,0.215,0.155,0.06,,,0.0165,0.015,5.0
4962,M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15.0
4963,F,0.515,,0.13,0.5755,,0.13,0.1845,9.0
4964,M,0.495,,0.135,0.709,0.211,0.1375,,12.0
4965,F,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9.0
4966,F,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,
4967,,0.57,,0.16,0.8935,0.3145,0.2575,0.263,10.0
4968,F,0.485,0.375,,0.556,,0.1315,0.1685,10.0
4969,M,0.47,0.37,,0.51,0.1915,0.1285,0.1625,9.0
4970,,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12.0
4971,,0.58,0.465,0.16,1.0345,0.315,0.26,,12.0
4972,M,,0.405,0.145,0.695,0.215,0.1635,0.234,
4973,,0.53,,,0.7155,,0.1685,0.214,11.0
4974,M,0.44,0.335,,0.394,,,0.122,9.0
4975,M,0.52,,0.16,0.745,0.255,0.157,0.2885,
4976,F,,0.345,0.11,0.3665,0.125,0.081,0.117,11.0
4977,M,,0.34,0.135,0.495,,0.117,0.185,
4978,,0.45,0.335,0.125,0.349,0.119,,0.115,10.0
4979,M,0.425,0.33,,0.4405,0.152,0.0935,,
4980,I,0.37,,0.1,0.22,0.094,0.045,0.065,7.0
4981,M,0.515,0.38,,0.6615,0.2875,0.2095,,10.0
4982,,0.405,0.305,0.12,0.3185,0.1235,,0.095,7.0
4983,,0.28,0.205,0.07,,0.041,0.03,0.03,6.0
4984,F,0.48,0.4,,,0.2125,0.179,0.24,15.0
4985,F,,,0.13,,0.153,,0.13,
4986,F,,0.41,0.115,0.807,0.2855,,0.235,
4987,M,0.505,,0.14,0.875,0.2665,,0.285,12.0
4988,F,0.49,,,,0.165,0.1315,0.205,21.0
4989,I,0.235,0.175,0.055,,,0.0125,0.018,6.0
4990,I,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5.0
4991,I,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7.0
4992,I,,0.25,0.08,0.1735,,0.0345,0.049,7.0
4993,,,0.25,0.08,0.183,,0.04,0.0575,
4994,I,0.35,0.27,0.09,0.2055,,0.0575,,6.0
4995,I,0.35,0.25,0.07,,0.0655,0.048,0.054,6.0
4996,I,0.36,0.3,0.085,,0.1185,0.064,0.0745,7.0
4997,I,0.365,0.275,0.135,0.24,0.108,0.0445,,7.0
